weblink,websites,machine,links,systems,settings,opt-out,anonymous,targeted,request,consent,breach,computer,profile,browsers,electronic,check,trackers,laws,visited,yahoo,third-party,individuals,tools,products,platform,web,safari,visiting,profiles,traffic,phorm's,unique,internet,intercept,investigatory,user,broadband,logged,default,doubleclick,requests,sending,regulations,collect,campaigns,monitoring,isps,browsing,collection,cookies,ad,computers,trial,firefox,digital,sell,user's,company's,software,advertisers,code,advertising,intrusive,database,phorm,trials,technologies,identifiable,sites,talktalk,opt,collected,cookie,allows,update,webwise,store,browser,revenues,delete,adverts,link,tracking,illegal,clicked,tool,obtained,targeting,owned,types,rely,specific,identify,behaviour,log,secret,id,download,protection,abuse,networks,amazon,users,ip,analytics,chrome,adware,mobile,behavioural,users',visits,isp,search,content,location,potentially,records,privacy,devices,click,blog,technical,ads,interception,files,snooping,google's,preferences,tracks,apple's,personally,block,opt-in,google,pages,activity,regulation,provider,tracked,remove,visitors,install,comply,classLabel
us-news/live/2016/oct/09/debate-live-fact-check-trump-tape-presidential-election-republican-critics,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,5,0,6,1,1,0,0,0,0,0,0,0,1
us-news/live/2016/sep/26/hillary-clinton-donald-trump-presidential-debate-live,0,0,1,0,0,0,1,2,0,0,0,0,2,1,0,28,0,3,1,0,0,1,1,0,2,6,0,0,0,9,0,1,1,0,0,1,0,0,0,0,1,1,4,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,3,4,0,0,0,1,0,2,0,0,4,0,5,0,0,0,0,0,1,0,0,3,0,2,2,2,3,1,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1
us-news/live/2016/oct/12/donald-trump-campaign-hillary-clinton-2016-presidential-election-live,0,0,2,0,0,0,0,0,1,10,0,0,0,0,0,4,0,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,4,0,0,3,0,3,0,0,2,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1
us-news/ng-interactive/2016/sep/14/john-doe-files-scott-walker-corporate-cash-american-politics,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,9,0,3,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,3,0,28,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,0,0,0,1
australia-news/live/2016/sep/01/coalition-introduces-company-tax-cut-bills-as-labor-meets-bank-victims-politics-live,0,1,6,1,0,0,0,1,1,0,0,0,0,0,0,1,0,19,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,2,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1
technology/2016/jul/29/cozy-bear-fancy-bear-russia-hack-dnc,0,0,1,1,1,0,0,1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
world/2016/jul/25/can-the-internet-reboot-africa,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,19,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,20,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1
technology/2016/jul/21/digital-millennium-copyright-act-eff-supreme-court,0,0,0,3,0,0,0,0,0,0,0,8,0,2,2,0,0,4,0,0,0,0,0,5,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,6,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,1,1,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
us-news/live/2016/jul/05/hillary-clinton-donald-trump-obama-campaign-trail-live,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,4,1,0,0,1
technology/2016/jun/29/google-reveals-information-it-knows-about-you-my-activity,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,1,2,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,3,0,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,31,1,5,0,0,1,0,0,0,0,1
australia-news/live/2016/jun/23/australian-election-2016-abbott-tells-bolt-hes-content-where-he-is-politics-live,0,0,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
uk-news/live/2016/jun/17/jo-cox-death-police-labour-mp-latest-updates,0,3,5,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,1
politics/live/2016/jun/16/eu-referendum-live-osborne-brexit-budget-leave-tories,0,1,1,0,0,0,0,1,0,0,2,0,2,0,0,1,0,1,3,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,4,14,0,1,1,4,1,0,1,0,0,0,0,1
info/developer-blog/live/2016/jun/09/guardian-hack-day-june-2016-live,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,1
politics/live/2016/jun/01/eu-referendum-live-vote-leave-remain-immigration,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,19,0,0,0,1,1,0,0,2,0,0,0,1
world/live/2016/jul/15/turkey-coup-attempt-military-gunfire-ankara,0,1,2,0,0,0,3,4,7,0,1,0,1,0,1,1,0,4,0,0,0,0,0,0,1,0,0,2,0,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,21,0,0,0,2,0,1,0,1,1,0,0,1
australia-news/live/2016/jun/01/australian-election-2016-bill-shorten-malcolm-turnbull-campaign-politics-live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,3,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,1,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,1
technology/2016/jul/03/online-security-measures-digital-privacy-guide,2,1,0,0,1,0,0,1,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,2,0,1
politics/live/2016/jun/27/brexit-live-george-osborne-economy-corbyn-shadow-cabinet,0,1,1,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,4,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,24,0,0,1,2,0,0,0,0,0,0,1,1
australia-news/live/2016/jun/14/australian-election-2016-turnbull-shorten-coalition-greens-labor-politics-live,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
us-news/live/2016/jun/13/us-presidential-campaign-2016-live-updates-trump-clinton-orlando-shooting,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0,1,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,1
business/2016/may/31/big-gamble-dangerous-british-betting-shops,1,11,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,3,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
technology/2016/may/26/amazon-echo-virtual-assistant-child-privacy-law,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,2,1
politics/blog/live/2016/may/18/queens-speech-2016-politics-live,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,11,0,0,0,4,3,0,0,0,10,0,0,1
australia-news/live/2016/may/18/australian-election-2016-peter-dutton-says-illiterate-refugees-will-take-australian-jobs-politics-live,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
technology/2016/apr/27/how-uber-conquered-london,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
technology/2016/apr/23/facebook-global-takeover-f8-conference-messenger-chatbots,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,2,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,15,0,0,0,0,3,0,0,0,0,0,4,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
world/2016/apr/21/uk-spy-agencies-collected-bulk-personal-data-since-1990s,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
technology/2016/apr/18/a-toxic-web-what-the-victorians-can-teach-us-about-online-abuse,0,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,6,3,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,0,3,3,0,0,5,2,0,3,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,0,0,0,0,1
media/2016/apr/17/can-internet-save-printed-press-blendle-lumi,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,1,0,0,6,1,0,6,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,5,0,0,0,0,8,0,0,0,0,1,19,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,1
technology/2016/apr/13/online-abuse-how-women-are-fighting-back,0,0,1,1,0,0,0,10,0,0,0,1,2,0,0,0,0,1,1,0,0,2,2,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,2,17,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,2,0,0,0,1
technology/2016/mar/23/fitbit-for-your-period-the-rise-of-fertility-tracking,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,16,0,0,0,0,3,0,0,0,0,2,0,1,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1
world/live/2016/mar/23/brussels-attacks-police-search-airport-bomb-suspect-live,0,0,13,2,0,0,0,0,5,0,0,2,2,0,0,7,0,0,4,0,0,3,0,3,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,6,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,1,1,0,0,0,4,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,6,0,6,1,0,0,2,0,0,0,0,0,0,79,0,0,6,1,0,0,1,3,0,0,0,1
technology/2016/mar/21/facebook-scammers-safety-cybersecurity,2,0,6,0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,0,1,0,0,0,0,1,7,0,1,0,5,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1
politics/blog/live/2016/mar/15/eu-referendum-lynton-crosby-says-leave-campaign-needs-to-highlight-immigration-concerns-politics-live,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,1,0,0,2,0,1,0,2,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,1,0,1,1,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1
media/2016/mar/10/why-we-use-adblockers-control-exposed-intrusive-advertising,6,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,1,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10,0,0,0,2,0,0,0,4,3,0,18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,1,1,0,8,0,0,0,1,1,0,0,0,0,4,27,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1
cities/2016/mar/03/revealed-facial-recognition-software-infiltrating-cities-saks-toronto,0,0,0,1,4,0,0,1,0,1,0,1,4,0,0,0,0,1,0,0,0,2,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,1,1,2,0,0,2,0,0,0,0,3,0,0,0,0,9,1,0,2,0,0,2,0,0,1,0,0,0,1,1,0,5,0,2,0,0,0,4,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,6,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
technology/2016/feb/04/us-police-data-analytics-smart-cities-crime-likelihood-fresno-chicago-heat-list,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
politics/blog/live/2016/jan/13/cameron-and-corbyn-at-pmqs-politics-live,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,9,2,8,0,0,1,1,0,5,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0,0,5,1,0,5,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,2,1
us-news/live/2016/jan/31/donald-trump-hillary-clinton-bernie-sanders-ted-cruz-iowa-caucus,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,2,1,3,0,1,0,0,0,0,0,1,28,0,5,0,0,3,0,0,0,0,0,1,1
us-news/live/2016/jan/28/fox-news-republican-debate-des-moines-iowa-donald-trump-megyn-kelly-live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,12,0,0,1,0,0,0,2,1,1,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,19,2,0,2,0,0,1,0,0,0,1
